Applications Graphics Acceleration Info:
Uptime: 30300941 Realtime: 372356100

** Graphics info for pid 10186 [org.tensorflow.demo] **

Stats since: 29785534328464ns
Total frames rendered: 11376
Janky frames: 14 (0.12%)
50th percentile: 5ms
90th percentile: 6ms
95th percentile: 7ms
99th percentile: 10ms
Number Missed Vsync: 4
Number High input latency: 0
Number Slow UI thread: 7
Number Slow bitmap uploads: 0
Number Slow issue draw commands: 9
HISTOGRAM: 5ms=9879 6ms=795 7ms=289 8ms=157 9ms=95 10ms=50 11ms=36 12ms=18 13ms=20 14ms=11 15ms=8 16ms=4 17ms=2 18ms=2 19ms=0 20ms=0 21ms=1 22ms=0 23ms=1 24ms=0 25ms=0 26ms=0 27ms=0 28ms=0 29ms=0 30ms=0 31ms=0 32ms=0 34ms=0 36ms=0 38ms=0 40ms=0 42ms=0 44ms=0 46ms=0 48ms=0 53ms=0 57ms=0 61ms=0 65ms=0 69ms=0 73ms=0 77ms=0 81ms=0 85ms=0 89ms=0 93ms=0 97ms=0 101ms=0 105ms=0 109ms=0 113ms=0 117ms=0 121ms=0 125ms=0 129ms=0 133ms=0 150ms=0 200ms=0 250ms=0 300ms=0 350ms=2 400ms=2 450ms=2 500ms=0 550ms=2 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

Caches:
Current memory usage / total memory usage (bytes) / hit ratio (%) / biggest memory usage (bytes):
  TextureCache                0 / 92274688    0.0000         0
  LayerCache                  0 / 60817408    0.0000         0 (numLayers = 0)
    Layer size 1080x1440; isTextureLayer()=1; texid=2 fbo=0; refs=1
  Layers total    6220800 (numLayers = 1)
  RenderBufferCache           0 /  8388608    0.0000         0
  GradientCache               0 /  2097152    0.0000         0
  PathCache                   0 / 16777216    0.0000         0
  TessellationCache           0 /  1048576    0.0000
  TextDropShadowCache         0 /  6291456    0.0000         0
  PatchCache                  0 /   131072    0.0000         0
  FontRenderer A8     1048576 /  1048576
    Font CacheTexture    222664 /  1048576   21.2349 (usage ratio)
  FontRenderer RGBA         0 /        0
  FontRenderer total  1048576 /  1048576
Other:
  FboCache                    0 /        0    0.0000
Total memory usage:
  7269376 bytes, 6.93 MB

All Textures in TexctureCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:


Pipeline=FrameBuilder
Profile data in ms:

	org.tensorflow.demo/org.tensorflow.demo.ClassifierActivity/android.view.ViewRootImpl@170226f (visibility=0)
	Draw	Prepare	Process	Execute
	com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity/android.view.ViewRootImpl@63306b0 (visibility=8)
	Draw	Prepare	Process	Execute
	16.78	0.25	6.86	5.10
	26.71	0.19	1.09	5.22
	4.04	0.51	1.13	3.77
	1.76	0.23	1.09	1.59
	1.84	0.21	1.00	1.76
	1.78	0.20	1.01	1.44
	1.85	0.30	1.06	2.29
	1.65	0.21	1.01	2.48
	1.64	0.21	1.06	2.63
	9.48	1.10	5.54	9.15
	4.25	0.53	2.49	4.31
	7.65	1.07	5.98	9.14
	2.94	0.31	1.54	3.94
	3.40	0.32	1.55	3.94
	1.02	0.45	1.19	5.67
	5.05	0.29	1.06	1.95

	/android.view.ViewRootImpl@466dba (visibility=0)
	Draw	Prepare	Process	Execute
	5.55	1.38	0.92	3.81
	5.48	1.44	0.73	4.33
	6.77	1.75	0.64	3.14
	6.30	1.51	1.07	3.35
	9.39	1.42	0.61	4.41
	5.73	1.47	0.71	2.91
	6.35	1.38	0.69	2.30
	7.31	1.31	0.71	2.93
	6.33	1.36	0.65	2.72
	10.18	1.34	0.57	3.67
	9.00	1.61	0.75	3.99
	8.00	1.25	0.56	2.51
	6.05	1.44	0.75	2.36
	5.68	1.40	0.57	2.32
	6.74	1.36	0.57	2.29
	6.77	1.33	0.56	2.44
	7.36	1.32	0.64	4.61
	6.30	1.44	0.63	3.29
	7.46	1.35	0.65	9.68
	6.58	1.50	0.83	3.12
	5.75	1.38	0.65	2.28
	7.68	1.31	0.63	2.70
	6.36	1.39	0.63	2.91
	8.67	1.94	0.60	2.58
	6.89	1.41	0.71	2.51
	5.75	1.37	3.95	2.82
	6.15	1.34	0.61	3.19
	5.63	1.44	0.60	4.44
	6.28	1.43	0.81	3.04
	4.00	1.35	0.65	2.45
	6.12	1.56	0.96	2.45
	7.50	1.43	0.75	5.71
	7.42	1.74	0.85	3.35
	9.60	1.75	0.91	9.58
	6.00	1.56	0.83	3.15
	6.38	1.49	0.67	6.30
	6.32	1.34	0.58	2.08
	6.04	1.61	0.76	3.05
	7.70	1.46	0.67	2.45
	6.18	1.50	0.62	4.96
	5.91	1.49	0.65	2.75
	6.34	1.38	0.59	3.67
	6.26	1.35	0.59	2.33
	6.40	1.71	0.86	3.45
	6.44	1.30	0.59	2.39
	8.07	1.72	0.70	4.21
	6.45	1.42	0.60	2.21
	6.45	1.39	0.63	5.11
	7.80	1.56	0.72	2.18
	5.58	1.38	1.03	2.50
	7.08	1.48	0.89	2.30
	7.17	1.50	0.70	2.75
	8.35	1.55	0.74	3.23
	7.98	1.99	0.64	4.88
	6.98	1.31	0.70	2.27
	7.42	1.83	0.72	3.63
	8.75	1.41	0.72	3.22
	8.32	2.74	0.99	3.38
	8.50	1.40	0.87	2.90
	7.27	1.46	0.71	2.11
	5.67	1.42	0.72	2.74
	6.29	2.30	0.68	2.20
	7.76	1.39	0.81	3.32
	6.23	1.29	0.65	2.61
	6.26	1.31	0.70	3.27
	5.91	1.52	1.64	2.70
	6.01	1.31	0.58	2.28
	6.00	1.34	0.83	2.66
	5.57	1.66	0.87	2.45
	5.82	1.56	1.06	3.52
	6.85	1.33	0.58	2.67
	6.26	1.46	0.66	3.11
	6.10	1.29	0.60	2.28
	5.46	1.30	0.79	2.19
	7.03	1.29	0.55	2.69
	7.56	1.30	0.56	2.50
	7.25	1.48	0.61	2.38
	5.71	1.27	0.68	2.18
	7.36	1.34	0.56	2.18
	5.65	1.51	0.77	2.92
	7.19	1.27	0.63	2.37
	6.58	1.40	1.28	2.70
	5.37	2.09	0.89	2.52
	6.23	1.44	1.09	2.86
	9.49	1.60	0.58	2.30
	5.43	1.40	0.81	2.33
	8.66	1.43	0.62	2.65
	5.61	1.38	0.62	2.36
	7.18	1.48	0.60	2.68
	7.41	1.31	0.87	2.56
	7.17	1.31	0.81	2.36
	5.44	1.40	0.69	3.60
	5.88	1.48	0.74	2.79
	5.48	1.43	0.92	3.15
	5.07	1.61	0.69	2.77
	5.72	1.51	0.90	3.10
	6.07	1.39	0.56	2.52
	5.94	1.47	0.93	3.44
	6.83	1.35	0.63	2.84
	5.54	1.43	0.76	2.96
	6.04	1.63	0.97	2.30
	6.70	1.40	0.63	4.14
	12.23	2.34	1.10	4.94
	6.46	1.26	0.77	3.69
	5.60	1.38	0.74	3.09
	5.38	1.36	0.65	4.38
	5.58	1.31	0.80	2.15
	5.71	1.43	0.70	3.37
	6.40	1.35	0.83	3.12
	6.13	1.33	0.71	2.96
	5.45	1.43	0.54	2.87
	5.66	1.33	0.60	3.71
	8.17	1.28	0.63	2.82
	5.32	1.27	0.72	3.79
	5.74	1.34	0.65	2.44
	5.85	1.55	1.23	3.66
	5.89	1.46	0.69	2.63
	5.87	1.34	0.63	4.94
	6.09	1.36	0.65	2.74
	6.54	1.48	0.84	4.22

	/android.view.ViewRootImpl@5365461 (visibility=0)
	Draw	Prepare	Process	Execute
	16.29	1.67	0.68	11.15
	14.57	1.37	0.55	5.85
	17.45	1.49	0.60	2.21
	15.78	1.63	0.83	3.31
	16.17	3.33	0.56	2.62
	13.45	1.35	0.59	5.30
	12.96	1.75	1.04	4.52
	14.95	1.40	0.98	3.23
	12.84	1.40	0.57	4.47
	19.05	1.45	1.02	3.18
	16.80	1.26	0.61	2.32
	15.24	2.05	1.19	2.96
	12.53	1.73	0.70	2.88
	12.32	1.31	0.59	2.66
	13.53	1.38	0.62	2.60
	13.02	1.26	0.56	4.71
	19.32	1.38	0.61	4.13
	13.32	1.33	0.58	5.64
	16.61	1.34	0.75	2.22
	15.77	2.07	0.89	3.72
	19.62	1.39	0.91	6.07
	14.24	1.36	0.62	3.81
	14.28	1.49	0.94	4.54
	19.73	1.31	0.72	3.13
	15.80	2.76	0.72	4.87
	14.96	1.29	1.11	3.29
	20.43	1.46	0.97	8.90
	14.74	1.41	2.56	4.04
	22.53	1.40	0.65	2.40
	13.96	1.43	0.79	4.99
	14.94	1.32	0.88	3.48
	29.90	1.32	0.69	4.78
	31.99	1.91	1.13	3.45
	33.36	1.83	0.78	6.55
	13.29	1.39	0.79	5.12
	15.69	2.95	0.56	3.82
	13.09	1.33	0.67	5.82
	14.72	1.32	0.61	4.40
	14.83	1.36	0.98	5.32
	15.03	1.32	0.95	5.01
	14.42	1.69	4.82	2.73
	14.10	1.33	0.59	2.83
	14.30	1.75	5.03	3.11
	15.83	3.09	0.72	3.46
	13.45	1.31	0.65	2.79
	17.54	2.27	0.97	3.11
	14.87	1.47	1.13	5.61
	15.35	1.59	0.87	3.22
	14.72	1.36	1.23	3.93
	13.76	1.30	0.85	6.28
	14.49	1.49	2.44	7.12
	29.02	1.36	0.57	2.24
	16.50	1.93	0.78	3.53
	23.10	1.66	0.71	2.93
	14.13	1.45	0.67	4.42
	16.78	2.69	1.12	3.43
	16.30	1.62	0.68	4.31
	20.15	1.81	1.34	4.28
	15.40	1.45	0.77	2.85
	15.86	1.54	0.92	2.44
	13.16	1.27	0.80	4.68
	16.01	1.66	0.72	2.60
	15.16	2.63	1.07	9.04
	13.22	1.31	0.58	2.41
	14.16	1.26	0.77	3.94
	14.70	1.39	0.78	2.69
	13.24	1.32	0.73	6.40
	12.86	1.32	0.58	2.52
	12.59	3.19	0.58	3.91
	13.09	1.44	0.73	3.90
	17.28	1.31	0.66	3.06
	13.68	1.36	0.57	3.94
	12.98	1.39	0.94	4.90
	14.37	1.42	3.15	2.66
	13.51	1.37	0.81	6.61
	15.08	1.40	1.42	2.75
	13.99	1.52	0.79	3.77
	12.03	1.34	0.58	3.00
	15.53	3.01	0.58	2.77
	16.31	1.82	1.01	3.47
	15.22	3.77	0.75	3.13
	16.40	3.87	0.77	2.69
	14.30	1.31	1.28	2.94
	13.96	1.40	0.79	4.95
	21.04	1.35	0.61	2.63
	12.82	1.35	0.60	2.18
	19.53	1.43	0.65	2.95
	11.78	1.36	0.57	2.34
	16.33	1.52	0.77	6.17
	14.56	1.27	0.56	2.96
	15.80	1.53	0.83	4.18
	13.13	1.24	0.64	4.04
	15.67	1.83	1.04	3.13
	14.29	1.65	2.28	4.32
	12.97	1.42	0.80	3.88
	15.26	1.26	0.85	5.83
	12.71	1.70	0.65	5.97
	15.51	3.84	1.98	3.55
	15.32	2.21	0.94	5.26
	15.05	4.40	2.80	3.26
	14.34	1.44	0.99	4.77
	16.23	1.84	0.65	5.05
	43.96	2.54	1.04	6.72
	15.70	2.89	1.08	3.26
	12.62	1.50	0.70	3.90
	13.28	1.33	1.06	7.62
	12.84	1.39	0.63	3.45
	16.34	1.47	2.16	3.24
	15.20	1.84	2.18	2.79
	14.50	1.41	0.62	6.01
	14.20	1.50	0.79	6.28
	14.36	1.34	0.59	5.56
	17.08	1.27	0.64	3.52
	14.10	1.38	0.88	6.09
	12.86	1.29	0.58	2.67
	13.95	1.51	0.71	6.36
	12.62	1.36	0.62	4.11
	13.46	1.31	0.69	3.09
	12.94	1.32	0.77	13.84
	16.31	2.49	1.00	7.70

	/android.view.ViewRootImpl@d490c47 (visibility=0)
	Draw	Prepare	Process	Execute
	26.23	1.33	0.52	4.04
	22.49	1.36	0.53	2.17
	23.66	1.71	1.13	2.87
	25.89	1.50	0.63	2.30
	24.22	1.91	1.19	2.87
	20.09	1.99	0.63	2.06
	20.88	2.64	1.51	2.98
	24.58	1.77	1.66	2.63
	19.98	1.37	0.79	4.28
	26.27	1.41	0.62	2.16
	27.11	1.31	0.54	2.04
	25.25	1.30	0.61	2.57
	19.94	1.27	0.69	3.09
	18.56	1.27	0.57	4.53
	22.73	1.53	0.73	2.76
	19.89	1.53	1.01	2.13
	27.53	1.30	0.70	2.08
	21.72	1.34	0.52	1.93
	29.70	1.32	0.72	3.06
	27.25	1.50	0.61	3.13
	30.29	1.26	0.61	3.56
	23.50	1.28	0.61	2.29
	21.77	2.47	0.83	3.33
	25.95	1.39	0.60	2.56
	24.18	1.47	0.53	2.09
	23.32	1.22	0.53	2.86
	38.42	1.33	0.53	2.24
	24.05	1.46	0.60	2.41
	39.77	1.55	1.46	3.17
	21.93	1.69	0.85	2.86
	23.75	1.44	0.59	2.24
	39.89	3.00	0.62	2.48
	43.51	1.46	0.85	2.58
	49.08	1.69	1.08	3.58
	25.82	1.33	0.67	6.46
	24.15	2.05	0.68	2.37
	20.60	1.30	0.54	2.67
	22.17	1.40	0.61	2.62
	23.04	1.36	0.55	2.38
	23.81	1.68	0.56	2.52
	23.27	1.40	0.55	2.29
	24.75	1.25	0.57	1.98
	24.17	1.52	0.60	4.50
	28.04	1.82	0.87	3.49
	22.18	1.37	0.61	1.87
	30.53	1.30	0.57	3.04
	25.25	1.31	0.56	2.25
	25.57	1.39	0.74	2.42
	22.88	1.36	0.53	2.30
	23.27	1.62	0.75	2.93
	22.82	1.45	0.94	3.28
	36.17	1.26	0.53	2.78
	26.03	1.70	0.70	3.12
	39.03	1.62	1.52	3.02
	23.84	1.28	0.62	2.76
	25.63	1.41	0.54	2.24
	25.31	1.32	0.59	2.30
	32.97	2.04	0.65	3.45
	24.80	1.32	0.53	2.28
	24.98	1.54	0.83	2.75
	24.63	1.27	0.55	1.82
	24.27	1.35	0.69	2.17
	26.49	1.32	0.67	2.86
	20.32	1.27	0.59	3.44
	23.01	1.53	1.44	2.38
	23.09	2.81	0.60	1.86
	19.91	1.94	0.64	2.39
	20.00	1.24	0.53	2.02
	24.58	1.26	0.53	2.25
	20.73	1.38	0.56	3.12
	27.63	1.61	0.60	2.18
	23.50	1.71	1.02	2.61
	22.38	1.80	1.42	3.13
	23.19	2.36	1.24	2.70
	23.10	1.85	0.80	2.33
	24.37	1.45	0.66	2.41
	21.79	2.00	0.55	2.54
	18.33	1.24	0.54	2.36
	24.34	1.25	0.53	2.05
	23.51	1.41	0.79	2.22
	25.64	1.37	0.56	2.69
	27.08	1.46	0.53	2.05
	22.83	1.35	0.69	2.33
	20.41	1.39	0.54	3.45
	27.44	1.33	0.55	2.32
	20.63	1.30	0.64	4.02
	27.07	1.36	0.56	7.49
	17.66	1.49	0.55	1.95
	23.70	1.30	0.64	3.09
	23.17	1.48	0.60	3.44
	25.04	1.43	0.75	2.13
	24.82	1.92	0.72	2.63
	28.24	1.27	0.56	3.58
	25.81	1.41	0.66	2.50
	23.72	1.47	0.68	4.42
	26.52	1.32	0.62	2.21
	19.43	2.40	0.61	2.60
	28.39	1.53	0.84	6.35
	24.64	1.33	0.58	2.72
	27.94	1.50	0.99	2.48
	33.53	1.53	0.47	8.57
	26.50	1.52	0.74	3.09
	50.00	1.41	0.78	2.58
	28.46	1.33	0.78	4.00
	21.43	1.53	1.56	5.00
	25.24	1.47	0.64	2.60
	21.82	3.05	0.65	3.02
	29.41	1.59	0.79	8.52
	31.72	1.23	1.70	3.82
	23.84	1.84	0.70	2.82
	22.21	1.29	0.84	3.07
	24.13	1.36	0.77	2.96
	26.12	1.29	0.75	4.40
	21.84	1.49	0.69	2.88
	22.35	1.41	0.60	3.12
	29.56	1.50	0.74	5.10
	19.16	1.84	0.95	3.22
	29.10	1.56	0.69	3.22
	19.84	1.75	0.73	2.72
	27.75	1.64	0.79	6.85

	/android.view.ViewRootImpl@92d7be0 (visibility=0)
	Draw	Prepare	Process	Execute
	50.00	0.06	1.61	1.70

View hierarchy:

  com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity/android.view.ViewRootImpl@a264734
  48 views, 37,69 kB of display lists

  /android.view.ViewRootImpl@c4d6a03
  1 views, 0,79 kB of display lists

  com.quicinc.trepn/com.quicinc.trepn.userinterface.advanced.ProfilingActivity/android.view.ViewRootImpl@63306b0
  57 views, 44,75 kB of display lists

  /android.view.ViewRootImpl@466dba
  3 views, 3,86 kB of display lists

  /android.view.ViewRootImpl@5365461
  3 views, 3,86 kB of display lists

  /android.view.ViewRootImpl@d490c47
  3 views, 3,89 kB of display lists

  /android.view.ViewRootImpl@92d7be0
  6 views, 6,45 kB of display lists


Total ViewRootImpl: 7
Total Views:        121
Total DisplayList:  101,30 kB


** Graphics info for pid 1005 [com.google.android.gms] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 5220 [com.android.settings:QuickSettingsTile] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 17181 [com.google.android.googlequicksearchbox:search] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 6082 [com.android.chrome] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 5591 [de.axelspringer.yana.zeropage] **

Stats since: 116357706571ns
Total frames rendered: 190
Janky frames: 180 (94.74%)
50th percentile: 20ms
90th percentile: 65ms
95th percentile: 129ms
99th percentile: 300ms
Number Missed Vsync: 20
Number High input latency: 0
Number Slow UI thread: 56
Number Slow bitmap uploads: 8
Number Slow issue draw commands: 150
HISTOGRAM: 5ms=2 6ms=0 7ms=0 8ms=0 9ms=1 10ms=0 11ms=1 12ms=0 13ms=0 14ms=2 15ms=2 16ms=2 17ms=9 18ms=47 19ms=28 20ms=14 21ms=5 22ms=1 23ms=6 24ms=6 25ms=8 26ms=4 27ms=3 28ms=4 29ms=3 30ms=3 31ms=2 32ms=2 34ms=2 36ms=2 38ms=3 40ms=0 42ms=2 44ms=0 46ms=2 48ms=0 53ms=2 57ms=1 61ms=2 65ms=1 69ms=1 73ms=1 77ms=0 81ms=0 85ms=2 89ms=0 93ms=0 97ms=0 101ms=0 105ms=1 109ms=2 113ms=1 117ms=0 121ms=0 125ms=0 129ms=1 133ms=0 150ms=5 200ms=2 250ms=0 300ms=1 350ms=1 400ms=0 450ms=0 500ms=0 550ms=0 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

No caches instance.

Pipeline=FrameBuilder
Profile data in ms:

	de.axelspringer.yana.zeropage/de.axelspringer.yana.activities.HomeActivity/android.view.ViewRootImpl@69b674a (visibility=8)
	Draw	Prepare	Process	Execute

View hierarchy:

  de.axelspringer.yana.zeropage/de.axelspringer.yana.activities.HomeActivity/android.view.ViewRootImpl@69b674a
  48 views, 46,88 kB of display lists


Total ViewRootImpl: 1
Total Views:        48
Total DisplayList:  46,88 kB


** Graphics info for pid 5273 [com.sec.android.inputmethod] **

Stats since: 671729386827ns
Total frames rendered: 380
Janky frames: 141 (37.11%)
50th percentile: 15ms
90th percentile: 30ms
95th percentile: 53ms
99th percentile: 350ms
Number Missed Vsync: 27
Number High input latency: 1
Number Slow UI thread: 47
Number Slow bitmap uploads: 102
Number Slow issue draw commands: 7
HISTOGRAM: 5ms=11 6ms=11 7ms=10 8ms=12 9ms=11 10ms=9 11ms=20 12ms=31 13ms=31 14ms=33 15ms=34 16ms=27 17ms=19 18ms=12 19ms=12 20ms=15 21ms=10 22ms=8 23ms=5 24ms=4 25ms=5 26ms=4 27ms=2 28ms=5 29ms=0 30ms=2 31ms=0 32ms=5 34ms=3 36ms=6 38ms=0 40ms=1 42ms=1 44ms=0 46ms=1 48ms=0 53ms=2 57ms=1 61ms=1 65ms=2 69ms=2 73ms=0 77ms=0 81ms=0 85ms=1 89ms=0 93ms=0 97ms=0 101ms=1 105ms=0 109ms=0 113ms=0 117ms=1 121ms=0 125ms=0 129ms=2 133ms=0 150ms=0 200ms=1 250ms=0 300ms=1 350ms=3 400ms=1 450ms=0 500ms=0 550ms=1 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

Caches:
Current memory usage / total memory usage (bytes) / hit ratio (%) / biggest memory usage (bytes):
  TextureCache          3372624 / 92274688   76.7041   6555024
  LayerCache                  0 / 60817408    0.0000         0 (numLayers = 0)
  Layers total          0 (numLayers = 0)
  RenderBufferCache           0 /  8388608    0.0000         0
  GradientCache               0 /  2097152    0.0000         0
  PathCache                   0 / 16777216    0.0000         0
  TessellationCache           0 /  1048576    0.0000
  TextDropShadowCache         0 /  6291456    0.0000         0
  PatchCache               1152 /   131072   98.7342      1152
  FontRenderer A8     1048576 /  1048576
    Font CacheTexture    422700 /  1048576   40.3118 (usage ratio)
  FontRenderer RGBA         0 /        0
  FontRenderer total  1048576 /  1048576
Other:
  FboCache                    0 /        0    0.0000
Total memory usage:
  4422352 bytes, 4.22 MB

All Textures in TexctureCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:
#  1 /  3240000 / (1080 X  750)/    GL_RGBA /   64
#  2 /    57600 / ( 120 X  120)/    GL_RGBA /   35
#  3 /    17424 / (  66 X   66)/    GL_RGBA /   83
#  4 /    57600 / ( 120 X  120)/    GL_RGBA /  151


Pipeline=FrameBuilder
Profile data in ms:

	InputMethod/android.view.ViewRootImpl@3e50b27 (visibility=8)
	Draw	Prepare	Process	Execute

View hierarchy:

  InputMethod/android.view.ViewRootImpl@3e50b27
  27 views, 26,37 kB of display lists


Total ViewRootImpl: 1
Total Views:        27
Total DisplayList:  26,37 kB


** Graphics info for pid 1064 [com.google.android.gms.persistent] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 10319 [com.google.android.apps.photos] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 9626 [com.google.process.gapps] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 31975 [com.samsung.android.SettingsReceiver] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 31988 [com.samsung.android.sm.provider] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 9734 [com.samsung.android.calendar] **
Profile data in ms:

View hierarchy:


Total ViewRootImpl: 0
Total Views:        0
Total DisplayList:  0,00 kB


** Graphics info for pid 8827 [com.google.android.packageinstaller] **

Stats since: 1695150306787ns
Total frames rendered: 371
Janky frames: 206 (55.53%)
50th percentile: 18ms
90th percentile: 32ms
95th percentile: 53ms
99th percentile: 133ms
Number Missed Vsync: 26
Number High input latency: 0
Number Slow UI thread: 39
Number Slow bitmap uploads: 6
Number Slow issue draw commands: 172
